"Tempo (s)","Vazao no nucleo (%)","Temperatura na perna quente (C)","Temperatura na perna fria (C)","Vazao no nucleo (kg/s)","Nivel no gerador de vapor - Faixa larga (%)","Nivel no gerador de vapor - Faixa estreita (%)","Pressao no gerador de vapor (Mpa)","Vazao de agua de alimentacao (kg/s)","Vazao de vapor (kg/s)","Vazao no circuito primario (kg/s)","Pressao no sistema primario (Mpa)","Potencia Termica (%)","Potencia Nuclear (%)","Margem de sub-resfriamento (C)","Nivel do pressurizador (%)","Temperatura media no primario (C)","acidente"
"14","53.64102007038","337.39570350958","297.54176770446","47419.654426279","1.374992268499","49.799905424383","10.675836617135","32.520048866821","-42.667139685184","52.117598083321","17.614855659435","85.338339164661","84.856540784097","6.6224159445439","80.22771947564","321.7633961007","blacksem"
"15","50.220062228958","340.82913508108","298.50761810319","47374.632856811","3.274319900329","49.904302898377","10.106947451007","31.349578300781","-1.3290554864624","51.860764544255","19.10984040678","84.646328656196","83.114394154475","3.7285664003515","85.190911402198","321.58335854742","blacksem"
"16","49.352193272329","339.55406103979","299.26279766808","47238.113437345","2.0392748583129","55.579924629803","8.4991341481937","28.185390958427","1.4097918194598","49.302073224635","15.507163186656","83.469175582192","84.11152098728","2.2333000504608","86.16359916832","324.07583146619","blacksem"
"17","48.039642082491","341.19449947172","299.82499200232","47036.848112718","1.5367899174697","51.333340101467","8.3431809772429","30.624860020563","-0.5361464867016","47.111305321931","17.326181714406","80.326568810983","78.699473418889","1.6788120178948","86.879376293485","324.53853213726","blacksem"
"18","46.492866664889","344.28018226024","299.48088015059","46822.243506516","1.9779626541972","52.499126607044","7.558543828466","30.774171742129","-0.91421694588805","46.033971132839","17.154204734933","77.712893174665","79.759924729729","-0.39847221550953","88.105265791864","324.66056994783","blacksem"
"19","45.535681113368","344.37426437064","298.35813240705","46602.416059502","0.98828278905737","52.801077225031","8.1409527106764","30.620374096254","0.89485424829844","45.022878190395","17.535255915482","88.870996342983","89.287122491198","-0.084710111854611","90.88793373722","324.17858005632","blacksem"
"20","42.795906407747","348.48398455321","299.59557432608","46396.878777151","2.5084829059195","47.704850404487","8.1547014044874","32.322204758766","515.92519062757","42.256256147797","18.067545934714","99.376800285592","98.250505930789","0.032114848336748","98.154487016186","325.4176661272","blacksem"
"21","38.749994357306","350.56914412292","301.42485382982","46215.001430788","0.40345340048131","49.638963508088","8.8031544242754","31.30836740939","0.83401328460196","42.158131852947","16.818799188466","95.644454670211","94.963038443434","-1.8386469454705","101.5220586604","326.55972691017","blacksem"
"22","39.099330934786","349.95417211257","301.82773571432","46038.767113211","1.5656710052576","44.628467891262","8.532592437803","31.130837187496","514.44192209151","39.046138205453","18.129527196493","108.49904625028","106.31600805237","-0.64316823721316","99.53081132001","327.69221056371","blacksem"
"23","41.217959953313","351.53459228411","299.66874339215","45884.422417582","1.1045497634284","46.113575214966","7.7495120391747","30.985163467856","1.4836555458638","38.829384544452","16.417291901218","126.12490696206","124.66549791811","-0.39160759689919","97.796389304927","329.9732962253","blacksem"
"24","36.495266787424","353.55352100085","302.55119800083","45691.248934972","3.2271997646722","48.964291949155","9.3018795256416","30.974220259371","516.84855117764","36.521588284262","18.147511422535","109.1263899791","106.33460497171","-1.1446560964819","100.77364181821","330.21432857384","blacksem"
"25","34.036946680938","354.68244484729","300.36549866898","45460.334566773","2.8124565920928","45.873403089302","10.212078979264","31.242071881639","515.87644403845","36.946915833737","17.397939135794","101.89513124531","101.20069150548","-1.3554959115611","100.03494580034","331.74572290356","blacksem"
"26","36.794801567641","355.31103080709","302.56421710965","45216.509484533","-0.10890733692724","48.621238943026","10.309644968388","29.150017326814","515.44491394654","36.729307897406","18.863999910986","94.426304814327","95.664979660177","-1.3448982251443","100.2458635969","332.84853641679","blacksem"
"27","35.351232814473","356.3865966891","302.93814056253","44941.595155918","2.2527125892108","49.525591042618","8.511521049063","30.931076232389","0.30667508467542","37.033775310838","19.907688187721","86.426134083167","87.607008411052","0.33759192337921","99.186873347518","331.02159385019","blacksem"
"28","35.206258063108","358.96914925228","301.23156067134","44652.496085135","0.49646233603073","46.49249230102","9.6092643146205","31.45203470543","514.80355717227","35.34554088081","18.934923985832","84.390365066265","85.260570760681","-0.027076920836123","100.84385675246","332.85081278985","blacksem"
"29","35.469990018303","357.7627255094","301.95473693504","44365.623265158","1.3223152738626","47.925869633783","9.5627768383552","30.169467240469","-0.42157673036395","35.60945970871","20.094971787353","79.578088875908","80.251207283317","-0.87969032002998","98.790923462175","334.79435681017","blacksem"
"30","32.895252091174","360.2125934685","301.10792432042","44087.618620551","2.6715337681306","46.023275259493","7.8420770568244","30.455303940128","515.87709019655","33.233317798883","19.033513484918","77.355514040125","80.336368813891","-0.44609683969653","99.130350371187","332.816094752","blacksem"
"31","34.653531665306","362.61155514211","300.27147291135","43805.300992652","1.4908065274639","46.790528119313","9.2017588731592","31.879752018479","515.99252788426","32.951002147981","18.933872390385","78.247876211962","76.197649541538","-1.8714288484777","99.218088619922","334.06883357358","blacksem"
"32","31.1764210115","362.72084385841","300.79854289437","43518.372607527","0.44763367525481","46.227623811174","8.7062971650693","31.53105526293","0.13540781118635","31.977801446814","18.806428789531","76.933945888262","74.949886174876","-1.029428807911","99.531617826262","335.48910302189","blacksem"
"33","32.108422589782","363.77986291556","301.39514210893","43223.872982125","-0.5636805628898","44.169106386356","9.3440243897382","30.918503732854","515.02106330975","31.314111682745","19.456257227976","75.719500581217","75.162632370738","-0.76385169686303","101.84140184037","335.13625868134","blacksem"
"34","29.475808853636","362.98372829898","302.08845723651","42934.061931012","2.0595872921547","45.464223891122","9.8260787982714","32.084697108797","0.11625984958034","32.676300450831","19.956639134567","75.470963392696","75.345659244588","0.92162414225632","97.383544706838","333.90263553","blacksem"
"35","31.344681431237","364.78467851832","301.42833075345","42682.652459534","1.3336361720106","41.598933016006","8.7646358638952","30.828870389595","1.0390964032512","30.725365649124","19.431694372181","76.537336670887","74.298148770712","-0.57931949859003","100.30132602477","334.42658898062","blacksem"
"36","31.108531375484","364.25828759477","303.22570877684","42438.046872254","1.231705315113","40.118347175029","8.0579501277352","30.226525199394","515.5662557829","28.604165707843","21.27066310802","76.718268127181","75.834797757801","-1.0757365972473","99.637752926178","333.33890835318","blacksem"
"37","30.617981027808","366.03805011297","302.11814825625","42172.837083661","1.7448822475468","40.991891599994","10.062832652375","27.934375900098","0.56233701167315","27.74062980093","19.104955607844","73.199765383528","72.44396845804","-2.0523325584511","100.68095408691","334.85423271166","blacksem"
