"Tempo (s)","Vazao no nucleo (%)","Temperatura na perna quente (C)","Temperatura na perna fria (C)","Vazao no nucleo (kg/s)","Nivel no gerador de vapor - Faixa larga (%)","Nivel no gerador de vapor - Faixa estreita (%)","Pressao no gerador de vapor (Mpa)","Vazao de agua de alimentacao (kg/s)","Vazao de vapor (kg/s)","Vazao no circuito primario (kg/s)","Pressao no sistema primario (Mpa)","Potencia Termica (%)","Potencia Nuclear (%)","Margem de sub-resfriamento (C)","Nivel do pressurizador (%)","Temperatura media no primario (C)","acidente"
"30","105.407","324.315","291.365","50838.9","50.1506","62.5274","6.88342","528.441","528.357","105.408","15.7853","99.8616","99.8616","21.9548","58.8632","307.833","normal"
"31","105.408","324.312","291.362","50839.3","50.1561","62.5273","6.88305","528.394","528.358","105.409","15.785","99.8638","99.8638","21.9554","58.8554","307.83","normal"
"32","105.408","324.309","291.358","50839.7","50.1614","62.5273","6.88269","528.343","528.361","105.409","15.7846","99.866","99.866","21.9561","58.8477","307.827","normal"
"33","105.409","324.307","291.355","50840","50.1665","62.5273","6.88233","528.29","528.363","105.41","15.7842","99.8683","99.8682","21.9568","58.84","307.824","normal"
"34","105.41","324.304","291.351","50840.3","50.1713","62.5272","6.88197","528.234","528.363","105.411","15.7839","99.8706","99.8706","21.9575","58.8324","307.821","normal"
"35","105.41","324.301","291.348","50840.5","50.176","62.5273","6.88162","528.176","528.364","105.412","15.7835","99.8728","99.8728","21.9582","58.825","307.818","normal"
"36","105.411","324.299","291.344","50840.6","50.1803","62.5273","6.88128","528.116","528.365","105.412","15.7832","99.8751","99.875","21.9589","58.8176","307.815","normal"
"37","105.412","324.296","291.341","50840.7","50.1844","62.5273","6.88094","528.053","528.366","105.413","15.7829","99.8773","99.8773","21.9596","58.8103","307.812","normal"
"38","105.413","324.293","291.337","50840.6","50.1882","62.5273","6.8806","527.989","528.366","105.414","15.7825","99.8796","99.8796","21.9603","58.8031","307.809","normal"
"39","105.413","324.291","291.334","50840.5","50.1917","62.5273","6.88027","527.924","528.369","105.414","15.7822","99.882","99.882","21.961","58.796","307.806","normal"
"40","105.414","324.288","291.331","50840.4","50.1949","62.5272","6.87995","527.858","528.369","105.415","15.7819","99.8843","99.8843","21.9617","58.789","307.803","normal"
"41","105.414","324.286","291.327","50840.1","50.1978","62.5272","6.87963","527.791","528.37","105.416","15.7816","99.8866","99.8866","21.9624","58.7821","307.8","normal"
"42","105.415","324.283","291.324","50839.8","50.2004","62.5271","6.87932","527.723","528.37","105.416","15.7813","99.889","99.889","21.9631","58.7753","307.798","normal"
"43","105.416","324.281","291.321","50839.3","50.2027","62.5271","6.87901","527.655","528.371","105.417","15.781","99.8912","99.8912","21.9638","58.7686","307.795","normal"
"44","105.416","324.279","291.318","50838.8","50.2047","62.5269","6.8787","527.587","528.372","105.417","15.7807","99.8936","99.8936","21.9645","58.762","307.792","normal"
"45","105.417","324.276","291.315","50838.3","50.2064","62.5268","6.8784","527.519","528.371","105.418","15.7805","99.8959","99.8959","21.9653","58.7555","307.789","normal"
"46","105.418","324.274","291.312","50837.6","50.2078","62.5266","6.87811","527.451","528.374","105.419","15.7802","99.8981","99.8981","21.966","58.7491","307.787","normal"
"47","105.418","324.272","291.309","50836.9","50.2088","62.5265","6.87782","527.383","528.375","105.419","15.7799","99.9003","99.9003","21.9667","58.7427","307.784","normal"
"48","105.419","324.269","291.306","50836.1","50.2095","62.5262","6.87754","527.317","528.376","105.42","15.7797","99.9025","99.9025","21.9675","58.7365","307.782","normal"
"49","105.419","324.267","291.303","50835.2","50.2099","62.5259","6.87726","527.252","528.376","105.42","15.7794","99.9048","99.9048","21.9682","58.7304","307.779","normal"
"50","105.42","324.265","291.3","50834.2","50.21","62.5256","6.87698","527.188","528.377","105.421","15.7792","99.9069","99.9069","21.969","58.7243","307.777","normal"
"51","105.421","324.263","291.297","50833.1","50.2098","62.5253","6.87671","527.125","528.378","105.421","15.7789","99.9091","99.9091","21.9697","58.7184","307.774","normal"
"52","105.421","324.261","291.295","50832","50.2093","62.525","6.87644","527.064","528.377","105.422","15.7787","99.9112","99.9112","21.9704","58.7125","307.772","normal"
"53","105.422","324.259","291.292","50830.8","50.2085","62.5246","6.87618","527.005","528.379","105.423","15.7785","99.9133","99.9133","21.9711","58.7068","307.77","normal"
"54","105.422","324.257","291.289","50829.6","50.2074","62.5242","6.87592","526.948","528.379","105.423","15.7783","99.9154","99.9154","21.9718","58.7011","307.767","normal"
"55","105.423","324.255","291.287","50828.2","50.206","62.5237","6.87567","526.892","528.38","105.424","15.7781","99.9173","99.9173","21.9726","58.6955","307.765","normal"
"56","105.423","324.253","291.284","50826.8","50.2044","62.5232","6.87542","526.839","528.38","105.424","15.7779","99.9193","99.9193","21.9733","58.69","307.763","normal"
"57","105.424","324.251","291.282","50825.4","50.2025","62.5227","6.87517","526.788","528.381","105.425","15.7777","99.9213","99.9213","21.974","58.6846","307.761","normal"
"58","105.424","324.249","291.279","50823.9","50.2003","62.5222","6.87493","526.74","528.381","105.425","15.7775","99.9233","99.9233","21.9748","58.6792","307.759","normal"
"59","105.425","324.247","291.277","50822.3","50.1979","62.5216","6.87469","526.694","528.382","105.426","15.7773","99.9253","99.9253","21.9755","58.6739","307.757","normal"
"60","105.425","324.245","291.274","50820.7","50.1952","62.5211","6.87445","526.65","528.384","105.426","15.7771","99.9272","99.9271","21.9763","58.6688","307.755","normal"
"0","105.223","324.465","291.456","50418.3","50","62.5152","6.8948","527.767","527.767","105.223","15.8","100","100","21.862","59.1491","307.959","sgtr"
"1","105.39","324.463","291.457","50418.2","50.0078","62.5169","6.89414","527.89","528.396","105.39","15.7999","100.005","100.005","21.8967","59.1357","307.942","sgtr"
"2","105.389","324.607","291.468","50597.2","49.8372","62.5166","6.90321","526.676","536.091","105.392","15.7668","99.9453","99.9448","21.7745","58.652","307.935","sgtr"
"3","105.37","324.77","291.523","50776.7","49.7502","62.5355","6.90907","526.026","542.651","105.383","15.7342","99.8703","99.8698","21.5962","58.1751","307.94","sgtr"
"4","105.346","324.857","291.597","50955.9","49.7698","62.5557","6.91322","526.096","546.17","105.374","15.7012","99.808","99.8076","21.4301","57.695","307.939","sgtr"
"5","105.324","324.899","291.672","51134.2","49.8304","62.5759","6.9165","526.476","547.919","105.364","15.6683","99.7559","99.7556","21.2634","57.2151","307.941","sgtr"
"6","105.303","324.917","291.739","51311.6","49.8992","62.5957","6.9193","526.965","548.878","105.354","15.6352","99.7469","99.7459","21.1104","56.7339","307.937","sgtr"
"7","105.285","324.922","291.796","51488.3","49.9637","62.6152","6.92172","527.511","549.395","105.345","15.602","99.6689","99.6681","20.9541","56.251","307.935","sgtr"
"8","105.268","324.919","291.844","51664.3","50.02","62.6345","6.92377","528.087","549.619","105.335","15.5689","99.6035","99.6028","20.7864","55.7728","307.94","sgtr"
"9","105.254","324.911","291.882","51839.9","50.0676","62.6536","6.92554","528.67","549.693","105.326","15.5361","99.5475","99.5469","20.6119","55.2987","307.95","sgtr"
"10","105.241","324.904","291.914","52015.4","50.108","62.6727","6.92709","529.25","549.671","105.316","15.5036","99.4991","99.4986","20.4347","54.8312","307.961","sgtr"
"11","105.23","324.901","291.938","52190.9","50.1427","62.6919","6.92844","529.825","549.553","105.308","15.4706","99.1251","99.1254","20.2675","54.3569","307.968","sgtr"
"12","105.22","324.9","291.96","52366.5","50.1741","62.7114","6.92974","530.361","549.5","105.299","15.4378","99.1051","99.1053","20.1032","53.8871","307.971","sgtr"
"13","105.211","324.893","291.977","52542.2","50.2042","62.7311","6.93088","530.88","549.429","105.291","15.4052","99.0886","99.0887","19.9299","53.4211","307.98","sgtr"
"14","105.202","324.885","291.992","52718.2","50.2341","62.7512","6.93185","531.387","549.316","105.283","15.3728","99.0742","99.0743","19.7533","52.9603","307.99","sgtr"
"15","105.194","324.882","292.003","52894.4","50.2641","62.7717","6.9327","531.883","549.153","105.275","15.3406","99.0608","99.0609","19.5757","52.5024","308","sgtr"
"16","105.186","324.878","292.013","53070.9","50.2951","62.7925","6.93348","532.339","549.013","105.268","15.3085","99.0488","99.0489","19.3965","52.048","308.011","sgtr"
"17","105.178","324.881","292.021","53247.7","50.3277","62.8137","6.93422","532.766","548.88","105.26","15.2773","99.0369","99.037","19.2213","51.5958","308.021","sgtr"
"18","105.172","324.883","292.029","53424.8","50.3627","62.8354","6.93494","533.149","548.781","105.253","15.2466","99.0585","99.0579","19.0676","51.141","308.022","sgtr"
"19","105.165","324.886","292.037","53602","50.4004","62.8574","6.93569","533.487","548.733","105.247","15.2156","99.005","99.0045","18.9146","50.6836","308.021","sgtr"
"20","105.158","324.885","292.044","53779.5","50.441","62.8798","6.93635","533.798","548.683","105.24","15.1846","98.9612","98.9608","18.753","50.2276","308.024","sgtr"
"21","105.152","324.88","292.051","53957","50.4843","62.9024","6.93692","534.083","548.622","105.234","15.1537","98.9249","98.9246","18.5867","49.774","308.03","sgtr"
"22","105.145","324.877","292.056","54134.6","50.5301","62.9254","6.93744","534.335","548.576","105.227","15.1229","98.8939","98.8937","18.4192","49.3237","308.035","sgtr"
"23","105.139","324.875","292.061","54312.3","50.5782","62.9486","6.93785","534.567","548.498","105.221","15.0923","98.8677","98.8674","18.2516","48.8765","308.041","sgtr"
"24","105.132","324.874","292.065","54490","50.6283","62.972","6.93822","534.765","548.412","105.215","15.0618","98.8453","98.8451","18.0833","48.4308","308.047","sgtr"
"25","105.126","324.872","292.069","54667.7","50.6805","62.9956","6.93856","534.918","548.362","105.209","15.0313","98.8259","98.8257","17.9155","47.9881","308.052","sgtr"
"26","105.121","324.871","292.072","54845.4","50.7348","63.0195","6.93886","535.039","548.291","105.203","15.0003","98.8163","98.8156","17.7722","47.5383","308.043","sgtr"
"27","105.115","324.87","292.075","55022.9","50.791","63.0435","6.93919","535.11","548.297","105.198","14.9692","98.7616","98.761","17.6163","47.089","308.039","sgtr"
"28","105.109","324.861","292.078","55200.3","50.8495","63.0676","6.9394","535.156","548.287","105.192","14.9383","98.7175","98.7171","17.4532","46.6439","308.04","sgtr"
"29","105.104","324.852","292.08","55377.4","50.9093","63.0918","6.93947","535.19","548.212","105.187","14.9075","98.6817","98.6814","17.2872","46.201","308.042","sgtr"
"30","105.098","324.844","292.081","55554.4","50.9703","63.116","6.93951","535.186","548.161","105.181","14.8769","98.6519","98.6516","17.1198","45.7613","308.044","sgtr"
"31","105.093","324.84","292.081","55731.1","51.0323","63.1404","6.9395","535.149","548.119","105.176","14.8463","98.627","98.6268","16.9529","45.3245","308.046","sgtr"
"32","105.088","324.835","292.081","55907.6","51.0954","63.1647","6.93942","535.083","548.049","105.171","14.8159","98.6066","98.6064","16.7859","44.8898","308.048","sgtr"
"33","105.083","324.83","292.079","56083.7","51.1594","63.1891","6.9393","534.98","547.957","105.166","14.7856","98.5898","98.5896","16.6188","44.4579","308.05","sgtr"
"34","105.078","324.828","292.077","56259.4","51.2239","63.2135","6.93919","534.835","547.893","105.161","14.7553","98.5758","98.5757","16.4525","44.0274","308.052","sgtr"
"35","105.074","324.825","292.076","56434.8","51.2891","63.2378","6.93907","534.646","547.856","105.156","14.725","98.5642","98.5641","16.2861","43.599","308.053","sgtr"
"36","105.069","324.825","292.074","56609.7","51.355","63.262","6.93896","534.423","547.828","105.151","14.6948","98.5543","98.5542","16.1205","43.1714","308.053","sgtr"
"37","105.064","324.822","292.072","56784","51.4217","63.2863","6.93885","534.153","547.837","105.147","14.6647","98.5463","98.5462","15.9545","42.7466","308.054","sgtr"
"38","105.059","324.82","292.07","56957.7","51.4887","63.3103","6.9387","533.861","547.801","105.142","14.6345","98.5395","98.5394","15.7888","42.3229","308.054","sgtr"
"39","105.055","324.819","292.068","57130.9","51.5555","63.3341","6.93856","533.53","547.784","105.137","14.6044","98.534","98.534","15.6232","41.9009","308.054","sgtr"
"40","105.05","324.818","292.066","57303.3","51.6221","63.3578","6.93844","533.163","547.792","105.133","14.5743","98.5293","98.5293","15.4579","41.4794","308.054","sgtr"
"41","105.045","324.816","292.064","57475","51.6884","63.3813","6.9383","532.763","547.797","105.128","14.5443","98.5259","98.5259","15.2925","41.0606","308.053","sgtr"
"42","105.041","324.813","292.062","57646","51.754","63.4046","6.93814","532.34","547.78","105.123","14.5145","98.5235","98.5235","15.1262","40.6451","308.054","sgtr"
"43","105.036","324.808","292.059","57816.2","51.8184","63.4275","6.93793","531.895","547.736","105.119","14.4847","98.5218","98.5218","14.9605","40.2314","308.053","sgtr"
"44","105.032","324.804","292.056","57985.6","51.8813","63.4501","6.93771","531.424","547.68","105.114","14.455","98.5207","98.5207","14.7951","39.8198","308.053","sgtr"
"45","105.028","324.801","292.052","58154.1","51.9426","63.4724","6.93751","530.922","547.642","105.11","14.4254","98.5196","98.5196","14.6302","39.4111","308.053","sgtr"
"46","105.023","324.798","292.048","58321.8","52.0024","63.4944","6.93729","530.4","547.587","105.105","14.3958","98.5191","98.5191","14.4655","39.0038","308.053","sgtr"
"47","105.019","324.794","292.044","58488.6","52.0604","63.516","6.93707","529.853","547.541","105.101","14.3663","98.519","98.519","14.3005","38.5983","308.052","sgtr"
"48","105.015","324.793","292.041","58654.5","52.1169","63.5373","6.93687","529.283","547.518","105.097","14.3368","98.5188","98.5188","14.1367","38.1938","308.051","sgtr"
"49","105.011","324.791","292.038","58819.4","52.1719","63.5582","6.93669","528.689","547.517","105.092","14.3074","98.5192","98.5192","13.9723","37.7912","308.05","sgtr"
"50","105.006","324.788","292.034","58983.4","52.2256","63.5788","6.93651","528.08","547.518","105.088","14.278","98.5197","98.5197","13.8083","37.3904","308.049","sgtr"
"51","105.002","324.785","292.031","59146.4","52.2776","63.599","6.93632","527.459","547.512","105.084","14.2487","98.5205","98.5205","13.644","36.9919","308.048","sgtr"
"52","104.998","324.782","292.028","59308.3","52.3278","63.6188","6.93611","526.827","547.492","105.079","14.2194","98.5214","98.5214","13.4796","36.5949","308.048","sgtr"
"53","104.994","324.78","292.025","59469.3","52.3758","63.6382","6.93592","526.183","547.475","105.075","14.1902","98.5225","98.5225","13.3156","36.1999","308.047","sgtr"
"54","104.989","324.776","292.021","59629.2","52.4219","63.6572","6.93572","525.528","547.46","105.071","14.1611","98.5235","98.5235","13.1509","35.807","308.046","sgtr"
"55","104.985","324.772","292.018","59788","52.4656","63.6758","6.93551","524.869","547.425","105.066","14.1321","98.525","98.525","12.9869","35.4162","308.045","sgtr"
"56","104.981","324.769","292.014","59945.8","52.5069","63.694","6.93531","524.202","547.391","105.062","14.1031","98.5266","98.5266","12.8234","35.0279","308.045","sgtr"
"57","104.977","324.766","292.01","60102.6","52.5457","63.7117","6.93509","523.532","547.35","105.058","14.0742","98.5284","98.5284","12.6595","34.6405","308.044","sgtr"
"58","104.973","324.762","292.006","60258.3","52.5822","63.729","6.9349","522.854","547.326","105.054","14.0454","98.5299","98.5299","12.4956","34.2555","308.043","sgtr"
"59","104.969","324.76","292.003","60412.9","52.6163","63.7459","6.93471","522.176","547.307","105.049","14.0165","98.5313","98.5313","12.3323","33.8713","308.042","sgtr"
"60","104.965","324.757","291.999","60566.5","52.6484","63.7625","6.93454","521.494","547.307","105.045","13.9877","98.5331","98.5331","12.1691","33.4892","308.041","sgtr"
"0","105.223","324.465","291.456","50418.4","50","62.5153","6.8948","527.767","527.767","105.223","15.8","100","100","21.862","59.1491","307.959","stmlibr"
"1","105.39","324.463","291.457","50418.3","50.0078","62.5169","6.89413","527.89","528.396","105.39","15.7999","100.005","100.005","21.8967","59.1357","307.942","stmlibr"
"2","105.395","324.457","291.459","50419.3","50.4299","62.5575","6.86275","532.283","569.213","105.395","15.7986","99.9765","99.976","21.9292","59.1146","307.923","stmlibr"
"3","105.4","324.454","291.438","50419","50.8963","62.567","6.84889","533.927","550.645","105.396","15.7957","99.9585","99.958","21.9392","59.0704","307.911","stmlibr"
"4","105.414","324.45","291.378","50414.4","51.0735","62.5753","6.84312","532.105","547.716","105.399","15.792","99.9413","99.9409","21.9359","59.0148","307.902","stmlibr"
"5","105.429","324.443","291.307","50405.9","51.1759","62.5829","6.83734","529.972","548.954","105.404","15.7878","99.9305","99.9301","21.9265","58.9512","307.891","stmlibr"
"6","105.443","324.436","291.236","50394.1","51.2652","62.589","6.83109","528.013","549.317","105.411","15.7833","99.926","99.9257","21.9161","58.8828","307.875","stmlibr"
"7","105.456","324.428","291.17","50379.2","51.3361","62.5926","6.82526","526.016","549.519","105.419","15.7784","99.927","99.9267","21.907","58.8099","307.855","stmlibr"
"8","105.467","324.418","291.108","50361.1","51.3886","62.5942","6.81978","523.979","549.846","105.427","15.7733","99.9326","99.9323","21.9008","58.7329","307.829","stmlibr"
"9","105.479","324.407","291.051","50340","51.4252","62.5936","6.81457","521.938","550.247","105.436","15.7679","99.9428","99.9426","21.8973","58.6518","307.799","stmlibr"
"10","105.489","324.392","290.996","50315.8","51.4474","62.5911","6.80957","519.922","550.657","105.445","15.7623","99.9566","99.9564","21.896","58.5678","307.765","stmlibr"
"11","105.499","324.374","290.945","50288.7","51.4556","62.5866","6.80473","517.952","551.021","105.455","15.7566","99.9736","99.9734","21.8963","58.4811","307.729","stmlibr"
"12","105.508","324.352","290.897","50258.6","51.4501","62.5802","6.80003","516.036","551.364","105.464","15.7507","99.9933","99.9932","21.8976","58.3927","307.691","stmlibr"
"13","105.517","324.327","290.85","50225.9","51.4312","62.572","6.79543","514.19","551.672","105.473","15.7447","100.015","100.015","21.8996","58.3033","307.652","stmlibr"
"14","105.526","324.3","290.804","50190.5","51.3994","62.5621","6.79092","512.422","551.947","105.482","15.7388","100.039","100.039","21.902","58.2135","307.613","stmlibr"
"15","105.534","324.27","290.76","50152.6","51.3552","62.5505","6.78647","510.741","552.19","105.491","15.7328","100.064","100.064","21.9043","58.1238","307.573","stmlibr"
"16","105.543","324.239","290.716","50112.4","51.2993","62.5374","6.78206","509.156","552.384","105.499","15.7269","100.09","100.09","21.9064","58.0345","307.534","stmlibr"
"17","105.551","324.207","290.672","50070.1","51.2322","62.5229","6.77771","507.67","552.552","105.508","15.7214","100.463","100.462","21.9086","57.9515","307.495","stmlibr"
"18","105.559","324.172","290.629","50025.7","51.1547","62.5072","6.77336","506.286","552.669","105.516","15.7163","100.481","100.48","21.8895","57.8737","307.469","stmlibr"
"19","105.567","324.146","290.586","49979.5","51.0672","62.4902","6.76908","505.01","552.731","105.524","15.7112","100.498","100.497","21.882","57.7965","307.438","stmlibr"
"20","105.575","324.122","290.543","49931.6","50.9707","62.4723","6.76495","503.821","552.822","105.532","15.7062","100.515","100.514","21.8795","57.7195","307.404","stmlibr"
"21","105.583","324.1","290.501","49882.2","50.8662","62.4534","6.76093","502.728","552.917","105.54","15.7011","100.533","100.532","21.8799","57.6419","307.369","stmlibr"
"22","105.591","324.076","290.461","49831.3","50.7544","62.4337","6.75704","501.735","553.024","105.548","15.696","100.552","100.551","21.8813","57.5644","307.334","stmlibr"
"23","105.599","324.051","290.421","49779","50.6358","62.4132","6.75321","500.85","553.118","105.556","15.691","100.571","100.571","21.8829","57.487","307.3","stmlibr"
"24","105.606","324.025","290.382","49725.6","50.511","62.392","6.74945","500.076","553.192","105.563","15.686","100.591","100.591","21.8844","57.4103","307.265","stmlibr"
"25","105.614","323.999","290.345","49671.2","50.3801","62.3703","6.74575","499.413","553.253","105.57","15.6813","100.58","100.58","21.8738","57.338","307.239","stmlibr"
"26","105.621","323.972","290.307","49615.9","50.2437","62.348","6.74204","498.87","553.244","105.577","15.6769","100.622","100.622","21.863","57.2709","307.213","stmlibr"
"27","105.628","323.949","290.269","49559.9","50.1019","62.3253","6.73843","498.434","553.219","105.584","15.6726","100.661","100.661","21.8591","57.2046","307.185","stmlibr"
"28","105.635","323.929","290.233","49503.2","49.9557","62.3024","6.73492","498.097","553.205","105.591","15.6684","100.697","100.697","21.8583","57.1382","307.155","stmlibr"
"29","105.642","323.908","290.197","49446.1","49.8057","62.2792","6.73152","497.859","553.205","105.598","15.6641","100.732","100.732","21.8592","57.0719","307.126","stmlibr"
"30","105.649","323.888","290.162","49388.7","49.6526","62.2558","6.7282","497.723","553.212","105.605","15.6599","100.765","100.765","21.8608","57.0059","307.096","stmlibr"
"31","105.656","323.866","290.128","49331","49.497","62.2324","6.72494","497.693","553.197","105.611","15.6557","100.797","100.797","21.8622","56.9405","307.066","stmlibr"
"32","105.662","323.843","290.095","49273.3","49.3389","62.209","6.72173","497.766","553.165","105.618","15.6515","100.828","100.828","21.8637","56.8758","307.037","stmlibr"
"33","105.668","323.82","290.062","49215.6","49.1788","62.1856","6.71853","497.945","553.099","105.624","15.648","100.833","100.833","21.8458","56.8196","307.02","stmlibr"
"34","105.675","323.799","290.029","49158.1","49.0168","62.1623","6.71538","498.225","552.987","105.629","15.6445","100.878","100.878","21.8391","56.7642","306.998","stmlibr"
"35","105.681","323.782","289.996","49100.9","48.8537","62.1393","6.71233","498.588","552.896","105.635","15.641","100.919","100.919","21.8372","56.7092","306.974","stmlibr"
"36","105.687","323.766","289.965","49044.1","48.6901","62.1166","6.70937","499.035","552.818","105.641","15.6376","100.958","100.958","21.8376","56.6541","306.949","stmlibr"
"37","105.693","323.75","289.935","48987.8","48.5267","62.0942","6.7065","499.566","552.745","105.647","15.6341","100.995","100.995","21.839","56.599","306.923","stmlibr"
"38","105.699","323.733","289.905","48932.1","48.3639","62.0722","6.7037","500.179","552.673","105.653","15.6306","101.03","101.03","21.8407","56.544","306.898","stmlibr"
"39","105.705","323.715","289.876","48877.2","48.2019","62.0505","6.70094","500.874","552.594","105.658","15.6272","101.063","101.064","21.8425","56.4896","306.874","stmlibr"
"40","105.71","323.694","289.848","48823","48.0412","62.0295","6.69821","501.648","552.499","105.663","15.6244","101.355","101.355","21.8348","56.4436","306.855","stmlibr"
"41","105.715","323.676","289.82","48769.8","47.8816","62.0089","6.69548","502.505","552.343","105.668","15.6216","101.383","101.383","21.8259","56.398","306.838","stmlibr"
"42","105.721","323.663","289.792","48717.5","47.7236","61.9888","6.69284","503.425","552.196","105.673","15.6188","101.408","101.408","21.8228","56.3527","306.818","stmlibr"
"43","105.726","323.65","289.764","48666.4","47.5677","61.9695","6.69029","504.401","552.07","105.678","15.616","101.432","101.432","21.8224","56.3072","306.797","stmlibr"
"44","105.731","323.638","289.738","48616.5","47.4147","61.9508","6.68782","505.433","551.959","105.683","15.6131","101.455","101.455","21.8232","56.2615","306.776","stmlibr"
"45","105.736","323.625","289.713","48567.7","47.2646","61.9328","6.68541","506.519","551.851","105.688","15.6103","101.476","101.476","21.8246","56.2158","306.755","stmlibr"
"46","105.741","323.61","289.688","48520.2","47.1179","61.9155","6.68304","507.659","551.739","105.692","15.6075","101.497","101.497","21.8262","56.1702","306.735","stmlibr"
"47","105.746","323.595","289.664","48474.1","46.9747","61.8989","6.6807","508.849","551.623","105.697","15.6047","101.517","101.517","21.8275","56.1251","306.715","stmlibr"
"48","105.75","323.579","289.64","48429.4","46.8351","61.8831","6.67837","510.089","551.486","105.701","15.6025","101.507","101.508","21.8094","56.088","306.706","stmlibr"
"49","105.755","323.566","289.616","48386.2","46.6991","61.8681","6.67604","511.375","551.303","105.705","15.6003","101.538","101.539","21.8024","56.0515","306.692","stmlibr"
"50","105.76","323.556","289.592","48344.5","46.567","61.8539","6.6738","512.688","551.141","105.709","15.5981","101.567","101.567","21.8003","56.015","306.676","stmlibr"
"51","105.764","323.548","289.569","48304.4","46.4394","61.8405","6.67165","514.024","551.002","105.714","15.5959","101.594","101.594","21.8007","55.978","306.659","stmlibr"
"52","105.769","323.538","289.547","48265.8","46.3167","61.828","6.66956","515.381","550.883","105.718","15.5936","101.619","101.62","21.8019","55.9407","306.641","stmlibr"
"53","105.773","323.528","289.526","48228.9","46.1988","61.8164","6.66751","516.76","550.766","105.722","15.5914","101.644","101.644","21.8035","55.9032","306.624","stmlibr"
"54","105.777","323.516","289.505","48193.6","46.086","61.8056","6.66549","518.159","550.649","105.725","15.5891","101.667","101.667","21.8052","55.8658","306.606","stmlibr"
"55","105.781","323.505","289.485","48160","45.9782","61.7956","6.66349","519.575","550.532","105.729","15.5872","101.651","101.651","21.7946","55.8321","306.596","stmlibr"
"56","105.784","323.492","289.464","48128","45.8754","61.7865","6.66146","521.01","550.366","105.732","15.5855","101.683","101.684","21.7838","55.8028","306.587","stmlibr"
"57","105.788","323.484","289.444","48097.7","45.7775","61.7782","6.6595","522.449","550.201","105.736","15.5838","101.712","101.713","21.7797","55.7736","306.575","stmlibr"
"58","105.792","323.478","289.424","48069.2","45.6848","61.7708","6.65761","523.882","550.063","105.74","15.5821","101.74","101.74","21.7792","55.7438","306.561","stmlibr"
"59","105.796","323.472","289.405","48042.3","45.5976","61.7643","6.65578","525.307","549.95","105.743","15.5803","101.765","101.766","21.7802","55.7134","306.547","stmlibr"
"60","105.8","323.465","289.386","48017.2","45.5161","61.7586","6.65401","526.724","549.851","105.746","15.5785","101.789","101.79","21.7819","55.6825","306.532","stmlibr"
"0","105.223","324.465","291.456","50418.3","50","62.5153","6.8948","527.767","527.767","105.223","15.8","100","100","21.862","59.1491","307.959","triprea"
"1","105.39","324.463","291.457","50418.3","50.0078","62.5169","6.89413","527.89","528.395","105.39","15.7999","100.005","100.005","21.8967","59.1357","307.942","triprea"
"2","105.518","324.999","291.505","50417.9","49.8918","62.5196","6.91756","525.979","391.515","105.535","15.4835","11.9731","11.9758","30.3332","54.59","303.123","triprea"
"3","105.548","324.051","291.986","50408.9","47.8813","62.4993","7.0383","499.38","288.452","105.677","15.132","10.2252","10.2264","38.8782","49.6739","297.878","triprea"
"4","105.442","319.929","292.491","50403.7","44.5781","62.6021","7.11205","474.468","312.402","105.697","14.8454","9.05657","9.05725","42.4274","45.7456","295.281","triprea"
"5","105.35","314.894","292.747","50429.9","41.9273","62.7572","7.1136","469.257","262.279","105.684","14.6253","8.18821","8.18867","43.7701","42.7809","293.962","triprea"
"6","105.325","310.241","292.676","50498.3","38.9991","62.8738","7.10342","467.357","234.175","105.683","14.4558","7.50925","7.50958","44.166","40.5289","293.242","triprea"
"7","105.361","306.332","292.349","50615.6","36.005","63.0027","7.07933","469.899","177.056","105.703","14.3245","6.96415","6.96439","44.2022","38.8006","292.789","triprea"
"8","105.438","303.309","291.862","50783.2","32.8813","63.1683","7.04424","473.066","168.983","105.744","14.219","6.51949","6.51969","44.1257","37.4211","292.435","triprea"
"9","105.537","301.027","291.298","51047.4","29.8227","63.3311","6.98702","481.225","146.726","105.804","14.1292","6.15271","6.15288","44.0412","36.2541","292.102","triprea"
"10","105.648","299.336","290.694","51469.7","25.7233","63.3128","6.93488","464.662","83.9816","105.877","14.0497","5.84734","5.8475","43.9872","35.225","291.757","triprea"
"11","105.767","298.094","290.066","51806.4","21.5109","63.1782","6.92698","354.181","73.9068","105.957","13.977","5.59091","5.59105","43.9765","34.2886","291.383","triprea"
"12","105.879","297.114","289.48","52030.5","17.1129","62.9099","6.93003","240.942","82.2339","106.038","13.9124","5.37378","5.37392","44.022","33.4586","290.985","triprea"
"13","105.973","296.256","288.985","52101.4","13.6587","62.5465","6.95284","127.466","62.3566","106.111","13.8569","5.18843","5.18855","44.1288","32.7472","290.574","triprea"
"14","106.046","295.425","288.599","52060.2","9.19101","62.0084","6.99524","14.6075","48.121","106.166","13.8125","5.02893","5.02905","44.2916","32.1738","290.173","triprea"
"15","106.094","294.594","288.342","51964.1","5.9392","61.5434","7.04203","34.3014","32.3973","106.2","13.7792","4.89061","4.89071","44.4956","31.7394","289.804","triprea"
"16","106.119","293.793","288.21","51939.4","1.39449","61.0382","7.07423","34.2233","11.9186","106.211","13.7549","4.76973","4.76981","44.7117","31.4153","289.49","triprea"
