"Tempo (s)","Vazao no nucleo (%)","Temperatura na perna quente (C)","Temperatura na perna fria (C)","Vazao no nucleo (kg/s)","Nivel no gerador de vapor - Faixa larga (%)","Nivel no gerador de vapor - Faixa estreita (%)","Pressao no gerador de vapor (Mpa)","Vazao de agua de alimentacao (kg/s)","Vazao de vapor (kg/s)","Vazao no circuito primario (kg/s)","Pressao no sistema primario (Mpa)","Potencia Termica (%)","Potencia Nuclear (%)","Margem de sub-resfriamento (C)","Nivel do pressurizador (%)","Temperatura media no primario (C)","acidente"
"17","106.127","293.066","288.167","51914.6","0.0279221","60.574","7.11371","34.1268","16.728","106.205","13.7368","4.66333","4.6634","44.905","31.168","289.244","triprea"
"18","106.122","292.422","288.189","51889.9","0.0427631","60.144","7.13646","34.0662","14.562","106.188","13.724","4.56903","4.56908","45.0615","30.9845","289.07","triprea"
"19","106.11","291.871","288.249","51865.5","0.0542856","53.9567","7.15451","34.0205","6.66589","106.166","13.7156","4.4849","4.48495","45.1741","30.8538","288.961","triprea"
"20","106.095","291.402","288.323","51841.5","0.06885","50.5745","7.18064","33.9622","5.68503","106.142","13.7106","4.4094","4.40943","45.2459","30.7658","288.907","triprea"
"21","106.079","291.015","288.404","51818.1","0.0799703","50.5253","7.19707","33.919","4.69573","106.117","13.7089","4.34123","4.34125","45.2844","30.7163","288.898","triprea"
"22","106.061","290.71","288.488","51795.3","0.0886268","50.8825","7.20923","33.8866","3.56657","106.093","13.7096","4.27935","4.27936","45.296","30.6969","288.922","triprea"
"23","106.045","290.475","288.57","51773.2","0.0990683","51.2566","7.22851","33.8467","0.840945","106.071","13.7123","4.22288","4.2229","45.2892","30.702","288.97","triprea"
"24","106.029","290.331","288.65","51752","0.108295","51.6622","7.24204","33.8122","0.132369","106.049","13.718","4.17111","4.17112","45.2755","30.7232","289.033","triprea"
"25","106.013","290.256","288.731","51731.8","0.116163","52.0621","7.25276","33.7835","2.3368","106.029","13.7264","4.12341","4.12342","45.2623","30.7543","289.107","triprea"
"26","105.997","290.228","288.813","51712.6","0.125189","52.4593","7.26958","33.75","0.0564997","106.009","13.7369","4.07928","4.07929","45.2527","30.7931","289.187","triprea"
"27","105.982","290.231","288.896","51694.6","0.133862","52.875","7.28246","33.718","-0.642353","105.99","13.7493","4.03828","4.03828","45.2482","30.8391","289.272","triprea"
"28","105.965","290.257","288.984","51677.8","0.141915","53.2796","7.29371","33.6888","2.11438","105.971","13.7633","4.00004","4.00004","45.2474","30.8905","289.359","triprea"
"29","105.948","290.299","289.074","51662.3","0.151016","53.6726","7.31051","33.6552","1.05154","105.953","13.7782","3.96425","3.96426","45.2511","30.9456","289.448","triprea"
"30","105.931","290.351","289.167","51648.3","0.159664","54.0692","7.32357","33.6235","0.234427","105.934","13.7949","3.93062","3.93063","45.261","31.0068","289.538","triprea"
"31","105.913","290.41","289.264","51635.8","0.167927","54.4414","7.3354","33.5935","2.20602","105.915","13.8126","3.89893","3.89894","45.2758","31.0718","289.63","triprea"
"32","105.895","290.475","289.364","51625","0.177564","54.7991","7.35293","33.5577","2.93999","105.895","13.8311","3.86897","3.86898","45.2932","31.1394","289.723","triprea"
"33","105.876","290.545","289.466","51615.9","0.18612","55.1507","7.36603","33.5267","1.22934","105.876","13.8508","3.84056","3.84055","45.3141","31.2113","289.819","triprea"
"34","105.857","290.617","289.574","51608.6","0.194885","55.4847","7.37904","33.4953","1.35047","105.856","13.8714","3.81355","3.81354","45.339","31.2864","289.917","triprea"
"35","105.836","290.693","289.684","51603.3","0.205427","55.8033","7.39688","33.4566","5.64556","105.835","13.8927","3.78781","3.78781","45.3653","31.3636","290.017","triprea"
"36","105.816","290.772","289.796","51600.1","0.213455","56.0982","7.4097","33.4282","2.6289","105.815","13.9149","3.7632","3.7632","45.3944","31.4439","290.119","triprea"
"37","105.795","290.853","289.91","51598.9","0.222388","56.3747","7.42341","33.3961","1.36657","105.794","13.938","3.73964","3.73963","45.4249","31.5271","290.223","triprea"
"38","105.774","290.937","290.024","51600","0.232779","56.6335","7.43953","33.358","7.9317","105.773","13.9614","3.71702","3.71701","45.4567","31.6114","290.329","triprea"
"39","105.753","291.024","290.139","51603.3","0.240045","56.8596","7.45236","33.3326","3.94786","105.753","13.9856","3.69527","3.69527","45.4916","31.6983","290.436","triprea"
"40","105.733","291.112","290.254","51608.9","0.248576","57.0705","7.46556","33.302","2.59355","105.732","14.0102","3.67432","3.67432","45.5262","31.7862","290.544","triprea"
"41","105.712","291.203","290.368","51616.8","0.257157","57.2599","7.47742","33.271","7.34952","105.711","14.035","3.65409","3.65409","45.5612","31.8745","290.653","triprea"
"42","105.691","291.295","290.482","51627","0.264263","57.4206","7.49067","33.2459","6.08385","105.691","14.06","3.63454","3.63454","45.5967","31.9631","290.762","triprea"
"43","105.671","291.389","290.593","51639.5","0.270665","57.5661","7.49981","33.2234","6.05161","105.671","14.0851","3.61561","3.6156","45.6329","32.0521","290.871","triprea"
"44","105.652","291.485","290.702","51654.2","0.398234","57.7177","7.50517","33.2084","6.84468","105.652","14.1098","3.59725","3.59725","45.6668","32.1394","290.98","triprea"
"45","105.633","291.58","290.807","51670.9","0.40229","57.8248","7.51162","33.1925","11.2209","105.633","14.1336","3.57944","3.57943","45.697","32.223","291.087","triprea"
"46","105.616","291.676","290.905","51689.6","0.40467","57.9203","7.51267","33.1908","9.82561","105.615","14.1563","3.56213","3.56212","45.7236","32.3027","291.192","triprea"
"47","105.6","291.771","290.995","51709.8","0.404636","57.9916","7.51177","33.1913","8.79045","105.599","14.1775","3.54528","3.54528","45.7443","32.3768","291.294","triprea"
"48","105.585","291.865","291.074","51731.6","0.403396","58.0533","7.50824","33.1946","12.1155","105.585","14.1963","3.52888","3.52887","45.7567","32.4425","291.39","triprea"
"49","105.573","291.957","291.142","51754.5","0.399768","58.1032","7.50486","33.2043","12.3844","105.573","14.2128","3.51289","3.51289","45.7623","32.4998","291.479","triprea"
"50","105.564","292.046","291.197","51778.4","0.394446","58.1454","7.49824","33.2185","11.4226","105.564","14.2265","3.49729","3.49728","45.7599","32.5475","291.561","triprea"
"51","105.557","292.13","291.237","51803.1","0.388186","58.1811","7.4899","33.2352","10.5448","105.557","14.2373","3.48205","3.48206","45.7496","32.5851","291.632","triprea"
"52","105.552","292.208","291.264","51828.3","0.383209","58.2131","7.48323","33.2485","13.8021","105.552","14.2451","3.46717","3.46717","45.7327","32.6119","291.693","triprea"
"53","105.55","292.279","291.277","51853.9","0.375675","58.2391","7.47531","33.2687","12.3166","105.55","14.2498","3.45262","3.45261","45.7101","32.6284","291.743","triprea"
"54","105.55","292.341","291.278","51879.7","0.368929","58.2632","7.46724","33.2868","10.7448","105.55","14.2519","3.43838","3.43838","45.6831","32.6353","291.78","triprea"
"55","105.551","292.399","291.269","51905.7","0.362971","58.2857","7.45904","33.3028","11.6963","105.552","14.2511","3.42445","3.42445","45.652","32.6326","291.805","triprea"
"56","105.555","292.46","291.251","51931.7","0.357893","58.306","7.45366","33.3165","12.8785","105.555","14.2477","3.4108","3.41082","45.6183","32.621","291.819","triprea"
"57","105.559","292.518","291.227","51957.6","0.351951","58.3241","7.44718","33.3325","11.3667","105.56","14.2423","3.39743","3.39743","45.5835","32.6022","291.823","triprea"
"58","105.563","292.567","291.199","51983.4","0.346999","58.3416","7.44106","33.346","10.0214","105.565","14.2351","3.38433","3.38432","45.5477","32.5774","291.817","triprea"
"59","105.568","292.605","291.169","52009.1","0.343881","58.359","7.43666","33.3544","12.1382","105.571","14.2265","3.37147","3.37147","45.5115","32.5475","291.804","triprea"
"60","105.573","292.628","291.138","52034.6","0.340286","58.3746","7.43356","33.3641","11.377","105.576","14.2168","3.35887","3.35887","45.4769","32.5139","291.784","triprea"
"0","105.223","324.465","291.456","50418.4","50","62.5153","6.8948","527.767","527.767","105.223","15.8","100","100","21.862","59.1491","307.959","triptur"
"1","105.39","324.463","291.457","50418.3","50.0078","62.5169","6.89413","527.89","528.396","105.39","15.7999","100.005","100.005","21.8967","59.1357","307.942","triptur"
"2","105.395","324.457","291.459","50418.1","49.8831","62.5178","6.9107","526.385","385.077","105.395","15.7984","99.634","99.6342","21.9292","59.1131","307.923","triptur"
"3","105.392","324.441","291.476","50416.8","47.5873","62.4725","7.01732","503.041","224.667","105.393","15.817","99.2784","99.2792","22.0084","59.1455","307.906","triptur"
"4","105.375","324.418","291.596","50426.7","43.4778","62.5544","7.12618","471.034","249.831","105.373","15.9031","99.2788","99.2789","22.3627","59.3515","307.925","triptur"
"5","105.334","324.413","291.874","50459.9","40.3317","62.7159","7.20312","451.323","215.069","105.323","16.0307","98.8252","98.8259","22.9333","59.6538","308.007","triptur"
"6","105.275","324.429","292.265","50508.8","37.5301","62.8353","7.29085","429.821","235.217","105.252","16.1763","98.3677","98.3689","23.5834","60.0023","308.138","triptur"
"7","105.201","324.463","292.74","50567.9","35.4211","62.9364","7.37378","412.645","221.668","105.165","16.3178","97.8936","97.8947","24.2268","60.4387","308.325","triptur"
"8","105.112","324.517","293.269","50631.6","33.6742","63.0186","7.45272","395.743","224.623","105.066","16.4519","97.3715","97.373","24.77","60.9677","308.576","triptur"
"9","105.014","324.602","293.837","50696.3","32.3101","63.0709","7.53193","379.775","225.103","104.96","16.5961","97.2062","97.2067","25.2838","61.5455","308.879","triptur"
"10","104.912","324.721","294.428","50758.2","31.2496","63.1016","7.60717","364.485","222.224","104.851","16.6657","96.6128","96.6138","25.8094","62.232","309.242","triptur"
"11","104.786","324.855","294.932","50814.8","30.3682","63.1038","7.67897","349.111","220.559","104.712","16.6567","96.0184","96.0198","24.9466","63.0506","309.652","triptur"
"12","104.67","325.06","295.474","50864.3","29.6216","63.084","7.75175","333.099","218.171","104.586","16.5598","95.3996","95.4007","24.668","63.9859","310.05","triptur"
"13","104.558","325.317","296.031","51005.8","27.947","62.8898","7.81975","318.74","205.773","104.461","16.6776","94.7742","94.7757","24.8783","64.7284","310.493","triptur"
"14","104.432","325.579","296.545","51015.3","26.8985","62.7999","7.89745","295.743","219.058","104.323","16.6947","94.4902","94.4907","24.1437","65.5858","310.936","triptur"
"15","104.309","325.873","297.118","51010.4","26.1991","62.6955","7.9685","273.945","224.668","104.197","16.6192","93.8039","93.8048","23.9519","66.5656","311.369","triptur"
"16","104.183","326.186","297.672","50983.5","25.6303","62.5478","8.04232","244.27","216.784","104.063","16.6638","93.2089","93.2099","23.759","67.4373","311.838","triptur"
"17","104.049","326.503","298.22","50919.4","25.0395","62.3504","8.12471","200.652","218.308","103.922","16.7077","92.4896","92.4906","23.1368","68.3289","312.297","triptur"
"18","103.911","326.825","298.795","50801.8","24.4749","62.0795","8.2146","139.149","223.479","103.782","16.6697","91.7257","91.727","22.5522","69.3225","312.744","triptur"
"19","103.779","327.164","299.414","50580.4","23.8758","61.6624","8.32152","0","229.864","103.647","16.6351","91.3887","91.3889","22.5972","70.373","313.202","triptur"
"20","103.631","327.5","300.018","50285","23.336","61.1456","8.43214","0","221.756","103.489","16.7417","90.5329","90.5337","22.1783","71.3403","313.699","triptur"
"21","103.476","327.841","300.7","49981","22.4882","60.6348","8.54093","0","226.226","103.331","16.6538","89.7663","89.7672","21.8876","72.5621","314.179","triptur"
"22","103.303","328.181","301.372","49670.6","21.4912","60.1325","8.64279","0","221.851","103.148","16.6929","88.8739","88.8748","21.0964","73.6594","314.689","triptur"
"23","103.144","328.551","302.151","49355.7","20.3598","59.6411","8.74467","0","222.276","102.986","16.7303","88.0277","88.0289","21.5167","74.8135","315.217","triptur"
"24","102.961","328.903","302.867","49036.9","19.1514","59.1546","8.84193","0","222.038","102.796","16.6671","87.5848","87.5849","20.7731","76.0798","315.764","triptur"
"25","102.779","329.268","303.563","48708","19.0865","58.6824","8.78427","0","712.88","102.606","16.6793","86.6726","86.6733","19.9089","77.1399","316.318","triptur"
"26","102.629","329.653","304.246","48361.2","20.3164","58.3874","8.81723","0","0","102.461","16.625","85.8862","85.8869","19.9798","78.1737","316.836","triptur"
"27","102.492","330.029","304.797","47997.3","19.5529","57.8736","8.82816","0","515","102.331","16.7614","84.9989","84.9996","19.767","78.8992","317.344","triptur"
"28","102.36","330.372","305.261","47617.4","19.2786","57.4428","8.8511","0","515","102.213","16.6178","84.2146","84.2157","18.7681","79.7876","317.805","triptur"
"29","102.265","330.727","305.695","47216.1","18.8059","56.8957","8.89078","0","515","102.133","16.5696","83.8441","83.8439","19.0098","80.5594","318.208","triptur"
"30","102.179","331.049","306.02","46799.4","19.2639","56.654","8.83738","0","515","102.061","16.7035","83.0358","83.0363","18.8366","80.9493","318.572","triptur"
"31","102.102","331.329","306.257","46362.4","18.1987","56.2527","8.88632","0","515","101.994","16.6061","82.3335","82.3343","18.0875","81.6124","318.88","triptur"
"32","102.05","331.593","306.509","45912.1","18.1968","55.9209","8.84903","0","515","101.957","16.68","81.483","81.4839","18.4559","81.9427","319.106","triptur"
"33","102.005","331.801","306.712","45441.9","17.962","55.5905","8.82729","0","515","101.934","16.5955","80.8237","80.8248","18.5537","82.3042","319.286","triptur"
"34","101.965","331.954","306.819","44958","16.2604","55.2204","8.88539","0","515","101.904","16.6545","80.5572","80.5571","18.1878","82.5867","319.419","triptur"
"35","101.939","332.085","306.982","44464","15.6425","54.8967","8.8617","0","515","101.877","16.6254","79.8171","79.8175","18.6802","83.0319","319.538","triptur"
"36","101.903","332.172","307.07","43958.7","13.6386","54.4114","8.90719","0","515","101.803","16.6267","79.2314","79.2319","18.105","83.5025","319.663","triptur"
"37","101.86","332.248","307.273","43455.4","12.6833","54.1979","8.84507","0","515","101.74","16.7139","78.334","78.3348","18.1211","83.9968","319.777","triptur"
"38","101.784","332.307","307.598","42950.4","10.6425","53.8434","8.86038","0","515","101.659","16.5471","77.6263","77.6275","18.3976","84.4309","319.922","triptur"
"39","101.719","332.347","307.884","42446.3","9.69957","53.547","8.88327","0","0","101.582","16.6487","77.3593","77.3591","18.3613","84.9905","320.061","triptur"
"40","101.621","332.375","308.157","41944.1","7.65944","53.2076","8.82016","0","515","101.481","16.5724","76.6003","76.6008","17.4119","85.5143","320.222","triptur"
"41","101.567","332.434","308.483","41442.2","5.64955","52.8745","8.8506","0","515","101.41","16.6117","75.7826","75.7833","18.0596","85.7773","320.407","triptur"
"42","101.473","332.476","308.868","40943.2","3.62528","52.44","8.86654","0","515","101.359","16.6434","74.6206","74.6217","18.3484","86.2595","320.558","triptur"
"43","101.37","332.5","309.182","40447.9","2.75504","52.2901","8.88792","0","0","101.268","16.6074","73.7572","73.7588","17.6014","86.7555","320.736","triptur"
"44","101.305","332.545","309.503","39953.4","1.54702","51.9823","8.82244","0","515","101.211","16.688","73.4166","73.4163","18.0391","87.0701","320.87","triptur"
"45","101.244","332.573","309.782","39458.9","1.56921","51.6797","8.8469","0","515","101.162","16.6143","72.4207","72.4213","18.2767","87.4487","321.001","triptur"
"46","101.162","332.568","309.937","38962.8","1.57186","51.2805","8.8741","0","515","101.084","16.4705","71.6458","71.6464","17.0175","87.8623","321.123","triptur"
"47","101.12","332.583","310.11","38467.6","1.5393","51.1534","8.90188","0","0","101.05","16.4887","70.3771","70.3783","17.1896","88.0723","321.205","triptur"
"48","101.079","332.573","310.263","37973.8","1.56205","49.8976","8.83974","0","515","101.021","16.4781","69.5305","69.532","17.2013","88.2616","321.266","triptur"
"49","101.042","332.54","310.39","37501.3","1.58786","46.3936","8.86711","0","515","100.994","16.4265","69.1759","69.1756","17.1077","88.4369","321.295","triptur"
"50","101.007","332.487","310.5","37060.4","1.53439","46.0777","8.89608","0","0","100.97","16.3798","68.2057","68.2062","16.9976","88.6122","321.31","triptur"
"51","100.975","332.42","310.584","36639.5","1.55549","43.8989","8.8314","0","515","100.948","16.3309","67.4309","67.4315","16.817","88.7566","321.306","triptur"
"52","100.949","332.328","310.659","36221.2","1.57732","41.6957","8.85374","0","515","100.927","16.2645","66.1867","66.1879","16.6744","88.8637","321.286","triptur"
"53","100.923","332.224","310.738","35815.2","1.5736","39.5705","8.87347","0","515","100.907","16.2308","65.3398","65.3413","16.6398","88.9505","321.256","triptur"
"54","100.898","332.105","310.818","35427.3","1.53099","40.5208","8.89038","0","0","100.888","16.2063","64.9389","64.9387","16.6572","89.0175","321.203","triptur"
"55","100.874","331.972","310.902","35043.5","1.54193","39.283","8.81303","0","515","100.867","16.1798","63.9752","63.9757","16.6767","89.0642","321.152","triptur"
"56","100.852","331.823","310.989","34661.7","1.55097","37.9649","8.82167","0","515","100.845","16.167","63.1804","63.181","16.7631","89.1025","321.106","triptur"
"57","100.828","331.662","311.08","34294.2","1.55535","36.9277","8.82528","0","515","100.822","16.1441","61.8588","61.8601","16.828","89.1282","321.056","triptur"
"58","100.803","331.493","311.182","33935.1","1.55579","36.0703","8.82459","0","515","100.798","16.135","61.0161","61.0175","16.9523","89.1487","321.01","triptur"
"59","100.776","331.321","311.293","33581","1.55257","35.3249","8.81992","0","515","100.774","16.1306","60.5386","60.5384","17.1089","89.1663","320.955","triptur"
"60","100.749","331.147","311.406","33229.8","1.54604","34.5773","8.81161","0","515","100.748","16.1246","59.5572","59.5576","17.2672","89.1798","320.911","triptur"
